species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Ixos sumatranus,Ixos sumatranus,Passeriformes,LC,No,Volant,32.5,19,Forest,Omnivore,Omnivore,0.97,19.7,12.7,4.2,5,16.1,91.2,17.4,73.9,92.2,Not threatened
Ixos virescens,Ixos virescens,Passeriformes,LC,No,Volant,32.5,14,Forest,Omnivore,Omnivore,-7.36,19.5,13.2,4.8,5,18.4,85.9,12.1,74.3,83.9,Not threatened
Jabiru mycteria,Jabiru mycteria,Ciconiiformes,LC,No,Volant,5996.3,40.7,Grassland,Carnivore,Aquatic predator,-10.32,309.5,251.8,39.6,68,301,640.8,260.8,380,239,Not threatened
Jacamaralcyon tridactyla,Jacamaralcyon tridactyla,Piciformes,NT,No,Volant,18.3,25.2,Forest,Carnivore,Invertivore,-21.86,47.1,36.1,4.7,5.8,10.3,71.6,18.1,53.9,68.8,Not threatened
Jacamerops aureus,Jacamerops aureus,Piciformes,LC,No,Volant,62.9,26.3,Forest,Carnivore,Invertivore,-2.34,54.9,41.9,12.3,12.7,13.8,114.6,29.8,83.9,130.8,Not threatened
Jacana jacana,Jacana jacana,Charadriiformes,LC,No,Volant,106.2,20,Wetland,Omnivore,Omnivore,-10.23,34,18.4,4.1,6.4,53.9,129,25.8,104.1,43.1,Not threatened
Jacana spinosa,Jacana spinosa,Charadriiformes,LC,No,Volant,94,21.9,Wetland,Carnivore,Aquatic predator,17.24,31.9,18.7,4.1,6.1,56,128,28.3,99.7,45,Not threatened
Jubula lettii,Jubula lettii,Strigiformes,DD,No,Volant,183,26.4,Forest,Carnivore,Invertivore,0.77,27.8,14.8,8.9,13,35.7,265,69.9,195.1,158.1,DD
Junco bairdi,Junco bairdi,Passeriformes,NT,No,Volant,20.4,21.2,Forest,Omnivore,Omnivore,23.5,12.9,8.2,4.6,5.9,21.4,77.7,16.6,61.3,68,Not threatened
Junco hyemalis,Junco hyemalis,Passeriformes,LC,No,Volant,19.5,21.9,Forest,Herbivore,Granivore,53.3,11.6,7.8,4.5,5.3,21.1,75.2,16.4,58.6,63.8,Not threatened
Junco insularis,Junco insularis,Passeriformes,EN,Yes,Volant,22,19.9,Woodland,Herbivore,Granivore,29.15,13.8,9.4,4.9,6,20.3,66.8,13.2,53.5,62,Threatened
Junco phaeonotus,Junco phaeonotus,Passeriformes,LC,No,Volant,20.4,21.2,Forest,Omnivore,Omnivore,22.89,12.9,8.2,4.6,5.9,21.4,77.7,16.6,61.3,68,Not threatened
Junco vulcani,Junco vulcani,Passeriformes,LC,No,Volant,28,15.4,Shrubland,Herbivore,Omnivore,9.53,14.7,9.6,5.5,6.7,26.8,77.9,12.2,67,72.8,Not threatened
Jynx ruficollis,Jynx ruficollis,Piciformes,LC,No,Volant,46.4,19.4,Woodland,Carnivore,Invertivore,-8.46,18.4,11.1,4.5,5.1,23.1,90.6,17.5,73,65.2,Not threatened
Jynx torquilla,Jynx torquilla,Piciformes,LC,No,Volant,35,27.1,Woodland,Carnivore,Invertivore,53.28,17.3,9.1,3.7,3.9,19.6,87.4,23.6,63.6,68.2,Not threatened
Kakamega poliothorax,Kakamega poliothorax,Passeriformes,LC,No,Volant,36.4,10.3,Forest,Carnivore,Invertivore,1.41,18.6,9.5,3.6,4.7,30.5,83.8,8.6,74.9,75.8,Not threatened
Kaupifalco monogrammicus,Kaupifalco monogrammicus,Accipitriformes,LC,No,Volant,278.9,32.4,Woodland,Carnivore,Invertivore,-0.96,29.3,15.8,10.1,12.8,53.1,217.4,70.4,146.8,142.6,Not threatened
Kempiella flavovirescens,Kempiella flavovirescens,Passeriformes,LC,No,Volant,15,23.5,Forest,Carnivore,Invertivore,-5.35,13.7,8.6,4.4,3.9,12.5,78,18.4,59.6,62,Not threatened
Kempiella griseoceps,Kempiella griseoceps,Passeriformes,LC,No,Volant,10.6,23.2,Forest,Carnivore,Invertivore,-6.44,12.8,7.7,4.7,3.5,13.8,69.1,16.8,55.4,55.3,Not threatened
Kenopia striata,Kenopia striata,Passeriformes,NT,No,Volant,19.9,8.4,Forest,Carnivore,Invertivore,2.57,15.9,9.4,3.4,4.2,22.2,67.3,5.7,62,50,Not threatened
Ketupa flavipes,Ketupa flavipes,Strigiformes,LC,No,Volant,2315,25.8,Riverine,Carnivore,Aquatic predator,26.34,48.8,26.3,16.5,22.7,78.4,432.8,110.3,318.2,206.8,Not threatened
Ketupa ketupu,Ketupa ketupu,Strigiformes,LC,No,Volant,1293,21.6,Riverine,Carnivore,Aquatic predator,7.38,50.3,24.7,14.2,21.4,64.6,335.2,72.2,263,146.2,Not threatened
Ketupa zeylonensis,Ketupa zeylonensis,Strigiformes,LC,No,Volant,1105,28.3,Riverine,Carnivore,Aquatic predator,20.71,49.7,30.5,16.9,23.8,71.2,381.1,108.2,273.4,187.5,Not threatened
Kittacincla albiventris,Kittacincla albiventris,Passeriformes,LC,Yes,Volant,29.2,16.7,Forest,Carnivore,Invertivore,12.3,19.2,11.4,4.1,4.7,25.7,87.2,14.7,72.6,107,Not threatened
Kittacincla cebuensis,Kittacincla cebuensis,Passeriformes,EN,Yes,Volant,28.5,15.1,Forest,Carnivore,Invertivore,10.31,17.8,11.6,4,5.1,25.5,88.3,13.4,74.9,88.2,Threatened
Kittacincla luzoniensis,Kittacincla luzoniensis,Passeriformes,LC,Yes,Volant,24,11.5,Forest,Carnivore,Invertivore,15.8,17,10.7,3.5,4.8,25.9,70.6,8,61.5,76.8,Not threatened
Kittacincla malabarica,Kittacincla malabarica,Passeriformes,LC,No,Volant,29.2,17.7,Forest,Carnivore,Invertivore,13.24,20.7,12.8,4.6,5.4,27,95.6,16.8,78.8,121.8,Not threatened
Kittacincla nigra,Kittacincla nigra,Passeriformes,LC,No,Volant,28.5,14.7,Forest,Carnivore,Invertivore,9.97,19,11.3,3.9,4.8,24.8,82.2,12.1,70.2,96.5,Not threatened
Kittacincla superciliaris,Kittacincla superciliaris,Passeriformes,LC,Yes,Volant,24,11.5,Forest,Carnivore,Invertivore,10.86,17,10.7,3.5,4.8,25.9,70.6,8,61.5,76.8,Not threatened
Klais guimeti,Klais guimeti,Caprimulgiformes,LC,No,Volant,2.6,66.6,Forest,Herbivore,Nectarivore,-0.91,15.2,10.6,1.3,1.4,5,48.4,32.2,16.2,28.4,Not threatened
Kleinothraupis atropileus,Kleinothraupis atropileus,Passeriformes,LC,No,Volant,22,13.3,Forest,Carnivore,Invertivore,2.24,16.5,8.6,4.5,5.2,23.6,75.6,9.6,63.5,73.5,Not threatened
Kleinothraupis auricularis,Kleinothraupis auricularis,Passeriformes,LC,No,Volant,22,13.2,Forest,Carnivore,Invertivore,-9.72,16.4,8.6,4.3,5.5,24.3,76.4,10.1,66.2,74,Not threatened
Kleinothraupis calophrys,Kleinothraupis calophrys,Passeriformes,LC,No,Volant,19.3,11.6,Forest,Carnivore,Invertivore,-15.98,14.6,7.7,4.2,4.8,22.6,68.4,7.9,60.5,67.5,Not threatened
Kleinothraupis parodii,Kleinothraupis parodii,Passeriformes,NT,No,Volant,21.8,13.6,Forest,Carnivore,Invertivore,-12.73,13.5,7.8,4.3,5,22.5,70.2,9.6,60.6,71.4,Not threatened
Kleinothraupis reyi,Kleinothraupis reyi,Passeriformes,NT,No,Volant,19,13.5,Shrubland,Carnivore,Invertivore,8.82,14.1,7.1,4,4.5,20.8,64.8,8.7,56,65.5,Not threatened
Knipolegus aterrimus,Knipolegus aterrimus,Passeriformes,LC,No,Volant,20.2,16.7,Shrubland,Carnivore,Invertivore,-32.56,19.4,10.1,4.8,4.6,23.3,82.4,13.7,68.5,74.4,Not threatened
Knipolegus cabanisi,Knipolegus cabanisi,Passeriformes,LC,No,Volant,17.8,21.3,Forest,Carnivore,Invertivore,-19.55,18.1,9.7,5.6,4.2,19.9,79.4,16.9,62.5,70.3,Not threatened
Knipolegus cyanirostris,Knipolegus cyanirostris,Passeriformes,LC,No,Volant,15.4,18.2,Forest,Carnivore,Invertivore,-25.82,16.7,9.9,5.1,4,18.8,76.6,14,62.6,66.3,Not threatened
Knipolegus franciscanus,Knipolegus franciscanus,Passeriformes,LC,No,Volant,20.5,18.2,Woodland,Carnivore,Invertivore,-14.6,12.9,9.2,5.2,4.6,20.9,85.7,15.5,70.2,73.3,Not threatened
Knipolegus heterogyna,Knipolegus heterogyna,Passeriformes,LC,No,Volant,20.2,17.1,Shrubland,Carnivore,Invertivore,-7.72,20.5,11.6,5.6,4.8,23.7,87.5,15.1,72.4,78.5,Not threatened
Knipolegus hudsoni,Knipolegus hudsoni,Passeriformes,LC,No,Volant,13.8,20.8,Shrubland,Carnivore,Invertivore,-36.38,17.3,9.1,4.8,4,20.2,70.6,14.7,55.9,68.2,Not threatened
Knipolegus lophotes,Knipolegus lophotes,Passeriformes,LC,No,Volant,31.8,26.4,Shrubland,Carnivore,Invertivore,-21.21,22.3,13.3,5.8,5.3,22.8,116.5,30.8,85.8,91.7,Not threatened
Knipolegus nigerrimus,Knipolegus nigerrimus,Passeriformes,LC,No,Volant,20.3,20.7,Forest,Carnivore,Invertivore,-18.13,18.9,11,5.6,5,23.3,95.4,19.8,75.6,74.2,Not threatened
Knipolegus orenocensis,Knipolegus orenocensis,Passeriformes,LC,No,Volant,19,17.4,Shrubland,Carnivore,Invertivore,-3.63,16.8,9.9,5.3,4,20.1,71.8,12.5,59.2,67.2,Not threatened
Knipolegus poecilocercus,Knipolegus poecilocercus,Passeriformes,LC,No,Volant,14.3,16.4,Forest,Carnivore,Invertivore,0.67,14.2,8.6,5.1,3.9,17.5,66.2,10.9,55.4,57.2,Not threatened
Knipolegus poecilurus,Knipolegus poecilurus,Passeriformes,LC,No,Volant,14.6,21.9,Forest,Carnivore,Invertivore,-1.11,14.8,9.3,4.9,3.8,17.7,76.4,16.8,59.9,64.2,Not threatened
Knipolegus sclateri,Knipolegus sclateri,Passeriformes,LC,No,Volant,19,17.4,Shrubland,Carnivore,Invertivore,-3.5,16.8,9.9,5.3,4,20.1,71.8,12.5,59.2,67.2,Not threatened
Knipolegus signatus,Knipolegus signatus,Passeriformes,LC,No,Volant,17.8,18.5,Forest,Carnivore,Invertivore,-7.58,18.4,10.3,7.1,4.5,21.5,79,14.6,64.4,68,Not threatened
Knipolegus striaticeps,Knipolegus striaticeps,Passeriformes,LC,No,Volant,11,18.9,Shrubland,Carnivore,Invertivore,-23.86,15.3,8,3.9,3.3,19.6,57,10.8,46.5,58.4,Not threatened
Kupeornis chapini,Kupeornis chapini,Passeriformes,LC,No,Volant,50,9.8,Forest,Carnivore,Invertivore,-0.97,17.2,9.2,4,5,28.3,97,9.4,87.6,74,Not threatened
Kupeornis gilberti,Kupeornis gilberti,Passeriformes,VU,No,Volant,64,8.6,Forest,Carnivore,Invertivore,5.27,20,10.3,4.4,5.4,31.6,106.4,9.1,96.1,75.2,Threatened
Kupeornis rufocinctus,Kupeornis rufocinctus,Passeriformes,EN,No,Volant,47,8.5,Forest,Carnivore,Invertivore,-2.14,17.8,9.8,4.2,5.4,28.7,100.8,8.6,92.2,79,Threatened
Kurochkinegramma hypogrammica,Kurochkinegramma hypogrammica,Passeriformes,LC,No,Volant,11.4,13.7,Forest,Herbivore,Omnivore,7.01,21.5,15.9,3.7,3.5,16.4,66.2,9.1,57.4,47.2,Not threatened
Lacedo melanops,Lacedo melanops,Coraciiformes,LC,No,Volant,47.3,22.3,Forest,Carnivore,Invertivore,0.71,41.4,30.8,12.9,11.8,13.2,81,18,62.9,58.7,Not threatened
Lacedo pulchella,Lacedo pulchella,Coraciiformes,LC,No,Volant,47.3,22.2,Forest,Carnivore,Invertivore,9.68,42.5,31.2,13.1,11.9,12,82,18.4,64.4,59.8,Not threatened
Lafresnaya lafresnayi,Lafresnaya lafresnayi,Caprimulgiformes,LC,No,Volant,5.3,62.4,Forest,Herbivore,Nectarivore,-3.12,29.6,24.9,2.5,1.8,5.7,63.6,38.7,23.3,40.2,Not threatened
Lagonosticta larvata,Lagonosticta larvata,Passeriformes,LC,No,Volant,9.9,13.1,Woodland,Herbivore,Granivore,10.29,10.7,8.2,4.8,5.8,13,51.4,6.8,45,48.2,Not threatened
Lagonosticta nigricollis,Lagonosticta nigricollis,Passeriformes,LC,No,Volant,9.9,13.1,Shrubland,Herbivore,Granivore,8.62,10.7,8.2,4.8,5.8,13,51.4,6.8,45,48.2,Not threatened
Lagonosticta nitidula,Lagonosticta nitidula,Passeriformes,LC,No,Volant,10.7,10.4,Shrubland,Herbivore,Granivore,-12.71,10.3,7.3,4.7,5.9,14.2,52,5.5,46.5,41,Not threatened
Lagonosticta rara,Lagonosticta rara,Passeriformes,LC,No,Volant,10.4,8.7,Grassland,Omnivore,Granivore,7.64,10,7.2,4.4,5.3,13.9,49.5,4.3,45.2,40.8,Not threatened
Lagonosticta rhodopareia,Lagonosticta rhodopareia,Passeriformes,LC,No,Volant,9.3,7.4,Shrubland,Herbivore,Granivore,-13.67,10.2,7.3,4.6,5.2,13.6,48.4,3.6,44.6,42.3,Not threatened
Lagonosticta rubricata,Lagonosticta rubricata,Passeriformes,LC,No,Volant,10.2,11.7,Woodland,Herbivore,Granivore,-4.35,10.4,7.4,4.5,5.5,13.8,48.1,5.6,42.5,41.7,Not threatened
Lagonosticta rufopicta,Lagonosticta rufopicta,Passeriformes,LC,No,Volant,9.3,12.8,Grassland,Herbivore,Granivore,8.22,10.2,7.2,4.3,5.5,13,49,6.3,43.2,38.8,Not threatened
Lagonosticta sanguinodorsalis,Lagonosticta sanguinodorsalis,Passeriformes,LC,No,Volant,11.4,8.2,Rock,Herbivore,Granivore,10.09,12.8,8.8,4.6,5.1,13.4,50.2,4.1,46.1,40,Not threatened
Lagonosticta senegala,Lagonosticta senegala,Passeriformes,LC,No,Volant,9.2,13.9,Woodland,Herbivore,Granivore,0.34,9.1,6.3,4,5,12.3,48.8,6.8,42,36.9,Not threatened
Lagonosticta umbrinodorsalis,Lagonosticta umbrinodorsalis,Passeriformes,LC,No,Volant,10.6,8.2,Rock,Herbivore,Granivore,8.28,12.8,8.8,4.6,5.1,13.4,50.2,4.1,46.1,40,Not threatened
Lagonosticta vinacea,Lagonosticta vinacea,Passeriformes,LC,No,Volant,9.9,16.7,Shrubland,Herbivore,Granivore,12.45,10.4,8,4.5,5.8,12.6,50,8.3,41.6,40.2,Not threatened
Lagonosticta virata,Lagonosticta virata,Passeriformes,LC,No,Volant,9.3,8,Shrubland,Herbivore,Granivore,13.18,11.2,8.3,4.2,5.1,14.5,49,3.9,45.1,41.4,Not threatened
Lagopus lagopus,Lagopus lagopus,Galliformes,LC,No,Volant,566.9,39,Grassland,Herbivore,Herbivore terrestrial,62.32,22.8,11.5,9.1,10.8,35.6,195.6,75.7,118.3,108.8,Not threatened
Lagopus leucura,Lagopus leucura,Galliformes,LC,No,Volant,355,40.4,Grassland,Herbivore,Herbivore terrestrial,57.42,16.8,7.3,6.8,6.4,30.8,173,71.7,105.8,86.4,Not threatened
Lagopus muta,Lagopus muta,Galliformes,LC,No,Volant,535.3,46.1,Grassland,Herbivore,Herbivore terrestrial,65.52,18.9,9.8,6.8,7.5,30.5,188.6,85.8,100.2,89.8,Not threatened
Lalage atrovirens,Lalage atrovirens,Passeriformes,LC,No,Volant,33,26.8,Forest,Omnivore,Frugivore,-3.09,17.8,9.6,5,4.9,19.9,96.4,25.8,70.6,71.4,Not threatened
Lalage aurea,Lalage aurea,Passeriformes,LC,Yes,Volant,32,25.1,Forest,Carnivore,Invertivore,0.62,17,9.7,5.2,4.8,19,94.2,23.5,69.9,74.9,Not threatened
Lalage conjuncta,Lalage conjuncta,Passeriformes,VU,Yes,Volant,29.3,25.4,Forest,Carnivore,Invertivore,-1.43,14.6,8.6,4.2,4.5,20,91.5,23.2,68.3,72,Threatened
Lalage fimbriata,Lalage fimbriata,Passeriformes,LC,No,Volant,29.3,25.3,Forest,Carnivore,Invertivore,0.54,19.1,10.6,6.3,5.2,19.3,95.9,24.3,71.6,67.1,Not threatened
Lalage leucomela,Lalage leucomela,Passeriformes,LC,No,Volant,29.3,26.6,Forest,Carnivore,Invertivore,-15.62,18.5,10.5,5,4.9,21.3,97.8,26,71.9,78.7,Not threatened
Lalage leucoptera,Lalage leucoptera,Passeriformes,NT,Yes,Volant,39.4,24.2,Forest,Omnivore,Frugivore,-0.94,16.1,9.8,4.7,4.9,22.9,101,24.4,76.6,80,Not threatened
Lalage leucopyga,Lalage leucopyga,Passeriformes,LC,Yes,Volant,24.3,26.1,Forest,Carnivore,Invertivore,-18.5,18.4,10,5.4,4.5,24.2,84.6,22.1,62.6,77.6,Not threatened
Lalage leucopygialis,Lalage leucopygialis,Passeriformes,LC,Yes,Volant,24.3,26.9,Woodland,Carnivore,Invertivore,-2.04,18,10.4,5.3,5.2,19.8,91,24.5,66.5,67.8,Not threatened
Lalage maculosa,Lalage maculosa,Passeriformes,LC,Yes,Volant,30.3,28.5,Shrubland,Carnivore,Invertivore,-16.61,18.9,10.4,5.2,5,23.6,92.7,26.5,66.2,63.5,Not threatened
Lalage melanoleuca,Lalage melanoleuca,Passeriformes,LC,Yes,Volant,46.8,27.2,Forest,Carnivore,Invertivore,15.75,23.3,13.9,6.4,6.1,24.1,111.5,30.4,80.8,77.4,Not threatened
Lalage melanoptera,Lalage melanoptera,Passeriformes,LC,No,Volant,29.4,27,Forest,Carnivore,Invertivore,20.13,19.3,10.8,5.7,5.1,20.8,100.2,27.1,73.1,72.5,Not threatened
Lalage melaschistos,Lalage melaschistos,Passeriformes,LC,No,Volant,43,28,Forest,Carnivore,Invertivore,27.04,21.4,11.9,6.6,6,22.5,117.9,33,84.9,95.7,Not threatened
Lalage minor,Lalage minor,Passeriformes,LC,Yes,Volant,46.8,27.2,Forest,Carnivore,Invertivore,8.28,23.3,13.9,6.4,6.1,24.1,111.5,30.4,80.8,77.4,Not threatened
Lalage moesta,Lalage moesta,Passeriformes,LC,Yes,Volant,29.5,24.4,Forest,Omnivore,Frugivore,-7.58,18.1,9.3,5.6,4.9,24.5,95.4,23.3,72.2,72.7,Not threatened
Lalage newtoni,Lalage newtoni,Passeriformes,CR,Yes,Volant,42.9,21.7,Forest,Carnivore,Invertivore,-20.96,19.5,11.1,5.7,6.3,24.3,97.6,21.2,76.4,79.8,Threatened
Lalage nigra,Lalage nigra,Passeriformes,LC,No,Volant,28.4,24.9,Shrubland,Carnivore,Invertivore,2.4,18.2,10.4,5.6,4.9,20.3,88.5,22,66.3,64.1,Not threatened
Lalage polioptera,Lalage polioptera,Passeriformes,LC,No,Volant,35.8,27.4,Forest,Carnivore,Invertivore,15.45,19.7,11.3,6.1,5.4,20.8,110.9,30.3,80.5,94,Not threatened
Lalage sharpei,Lalage sharpei,Passeriformes,NT,Yes,Volant,28.6,26.2,Forest,Carnivore,Invertivore,-13.74,18.8,10.8,4.8,4.2,22.9,81.5,21.4,60.1,53,Not threatened
Lalage sueurii,Lalage sueurii,Passeriformes,LC,No,Volant,26,28.5,Shrubland,Carnivore,Invertivore,-5.46,18.9,10.6,4.9,4.4,21,92.1,26.2,65.5,72.8,Not threatened
Lalage tricolor,Lalage tricolor,Passeriformes,LC,No,Volant,25,32.3,Woodland,Carnivore,Invertivore,-25.5,18.8,10.4,4.6,4.2,21.1,98.1,31.5,66,71.3,Not threatened
Lalage typica,Lalage typica,Passeriformes,VU,Yes,Volant,42.9,22.8,Forest,Carnivore,Invertivore,-20.42,22.3,13.7,7.1,7.2,27,106,24.1,81.8,85.6,Threatened
Lampornis amethystinus,Lampornis amethystinus,Caprimulgiformes,LC,No,Volant,5.2,64.3,Forest,Herbivore,Nectarivore,17.74,24.6,19,2.7,1.9,4.4,65.4,41.5,23,41.5,Not threatened
Lampornis calolaemus,Lampornis calolaemus,Caprimulgiformes,LC,No,Volant,5.1,64.6,Forest,Herbivore,Nectarivore,9.78,23.5,19,2.1,2.5,5.8,62.6,39.8,21.8,36.4,Not threatened
Lampornis castaneoventris,Lampornis castaneoventris,Caprimulgiformes,LC,No,Volant,5.1,64.1,Forest,Herbivore,Nectarivore,8.98,23.6,18.4,2.2,2.4,5.9,61,39.1,21.9,34.8,Not threatened
Lampornis cinereicauda,Lampornis cinereicauda,Caprimulgiformes,LC,No,Volant,5.1,65.1,Forest,Herbivore,Nectarivore,9.38,23.5,18,2.1,2,5.3,62.2,40.5,21.7,34.5,Not threatened
Lampornis clemenciae,Lampornis clemenciae,Caprimulgiformes,LC,No,Volant,7.6,66.2,Forest,Herbivore,Nectarivore,24.24,28.4,22.5,2.5,2.3,5,73.7,47.9,24.7,49,Not threatened
Lampornis hemileucus,Lampornis hemileucus,Caprimulgiformes,LC,No,Volant,5.5,65.1,Forest,Herbivore,Nectarivore,9.49,22.9,18.2,2.3,2.7,6,62.4,40.2,21.6,36.2,Not threatened
Lampornis sybillae,Lampornis sybillae,Caprimulgiformes,LC,No,Volant,6.3,63.2,Forest,Herbivore,Nectarivore,14.53,23.5,18.2,2.4,2.1,6,64.2,40.6,23.6,40.5,Not threatened
Lampornis viridipallens,Lampornis viridipallens,Caprimulgiformes,LC,No,Volant,5.3,63.9,Forest,Herbivore,Nectarivore,15.35,22.7,17.5,2.1,2.1,5.9,63.4,40.3,22.7,40,Not threatened
Lamprolaima rhami,Lamprolaima rhami,Caprimulgiformes,LC,No,Volant,7.8,61,Forest,Herbivore,Nectarivore,16.04,21.1,15.4,2.3,2.2,3.4,78,47.5,30.3,46.8,Not threatened
Lamprolia klinesmithi,Lamprolia klinesmithi,Passeriformes,VU,Yes,Volant,14.7,15,Forest,Carnivore,Invertivore,-16.61,17.3,9.6,3.9,3.8,22.8,81.5,12.3,69.6,45.5,Threatened
Lamprolia victoriae,Lamprolia victoriae,Passeriformes,NT,Yes,Volant,14.7,15,Forest,Carnivore,Invertivore,-16.85,17.3,9.6,3.9,3.8,22.8,81.5,12.3,69.6,45.5,Not threatened
Lampropsar tanagrinus,Lampropsar tanagrinus,Passeriformes,LC,No,Volant,57.3,14.1,Forest,Omnivore,Omnivore,-6.3,22.1,14.2,5.2,6.9,27.1,106.2,14.8,89.7,94.6,Not threatened
Lamprospiza melanoleuca,Lamprospiza melanoleuca,Passeriformes,LC,No,Volant,34,23.2,Forest,Herbivore,Omnivore,-4.86,19.1,11.8,6.6,8.3,21,92.7,21.5,71,64.5,Not threatened
Lamprotornis acuticaudus,Lamprotornis acuticaudus,Passeriformes,LC,No,Volant,67.6,28.3,Woodland,Herbivore,Frugivore,-12.88,24,13.3,4.5,5.8,29.5,124.1,35.1,89,103.4,Not threatened
Lamprotornis albicapillus,Lamprotornis albicapillus,Passeriformes,LC,No,Volant,76.8,31.1,Shrubland,Omnivore,Omnivore,7.14,26.9,15.4,5.5,6.7,38.3,153.8,47.6,105.2,117.8,Not threatened
Lamprotornis australis,Lamprotornis australis,Passeriformes,LC,No,Volant,101.1,26.1,Woodland,Omnivore,Omnivore,-21.19,25.9,13.5,5.2,6.6,45.5,176.4,46.7,132.3,153.5,Not threatened
Lamprotornis benguelensis,Lamprotornis benguelensis,Passeriformes,LC,No,Volant,64.2,22.9,Grassland,Carnivore,Invertivore,-14.63,21.6,12.7,4.8,5.7,37.9,139.7,32.8,110.7,187,Not threatened
Lamprotornis bicolor,Lamprotornis bicolor,Passeriformes,LC,No,Volant,104,26.1,Grassland,Omnivore,Omnivore,-30.19,27.9,12.4,6.3,6.2,31.7,109.2,28.5,80.7,95,Not threatened
Lamprotornis caudatus,Lamprotornis caudatus,Passeriformes,LC,No,Volant,121,25.1,Woodland,Omnivore,Frugivore,12.09,26.4,14.7,5.3,6.5,41.6,178,45.2,135.3,297.2,Not threatened
Lamprotornis chalcurus,Lamprotornis chalcurus,Passeriformes,LC,No,Volant,63,26.8,Shrubland,Omnivore,Omnivore,8.95,26,13.8,5,6.2,31.8,136.5,36.1,98.6,80.8,Not threatened
Lamprotornis chalybaeus,Lamprotornis chalybaeus,Passeriformes,LC,No,Volant,86.2,26,Shrubland,Omnivore,Omnivore,-0.24,25,14.2,5,6,31.7,137.7,36,102.4,90.1,Not threatened
Lamprotornis chloropterus,Lamprotornis chloropterus,Passeriformes,LC,No,Volant,73.1,29,Woodland,Herbivore,Omnivore,4.29,23,11.9,4.8,5.6,27.4,117.6,33.5,82.1,72.1,Not threatened
Lamprotornis fischeri,Lamprotornis fischeri,Passeriformes,LC,No,Volant,51,26.1,Shrubland,Carnivore,Invertivore,0.54,21.1,12.4,4.6,5.6,31.7,109.2,28.5,80.7,64,Not threatened
Lamprotornis hildebrandti,Lamprotornis hildebrandti,Passeriformes,LC,No,Volant,55.9,23.6,Woodland,Carnivore,Invertivore,-2.63,20.8,11.3,4.5,5.8,31,112.2,26.4,85.6,71.2,Not threatened
Lamprotornis iris,Lamprotornis iris,Passeriformes,LC,No,Volant,69,26.8,Woodland,Omnivore,Frugivore,8.41,22.1,12.1,4.4,5.1,24.4,106.2,28.2,77,76.9,Not threatened
Lamprotornis mevesii,Lamprotornis mevesii,Passeriformes,LC,No,Volant,64.2,22.9,Grassland,Carnivore,Invertivore,-18.58,21.6,12.7,4.8,5.7,37.9,139.7,32.8,110.7,187,Not threatened
Lamprotornis nitens,Lamprotornis nitens,Passeriformes,LC,No,Volant,85.6,20.6,Grassland,Omnivore,Omnivore,-22.69,22.4,12.6,5.2,6.4,31.9,118.3,24.6,94.6,79.8,Not threatened
Lamprotornis ornatus,Lamprotornis ornatus,Passeriformes,LC,Yes,Volant,130,25.4,Forest,Herbivore,Frugivore,1.62,28.7,15.9,6.6,8.2,32.5,150.2,38.1,111.7,109,Not threatened
Lamprotornis pulcher,Lamprotornis pulcher,Passeriformes,LC,No,Volant,67.3,26.6,Shrubland,Carnivore,Invertivore,14.68,22.7,12.8,5.2,6.8,31.7,112.8,29.3,81,65.2,Not threatened
Lamprotornis purpureus,Lamprotornis purpureus,Passeriformes,LC,No,Volant,112.9,27.6,Shrubland,Herbivore,Omnivore,9.72,30.8,15.7,5.7,7.5,33.7,148.1,41.2,107.7,75,Not threatened
Lamprotornis purpuroptera,Lamprotornis purpuroptera,Passeriformes,LC,No,Volant,77.4,20.4,Shrubland,Omnivore,Omnivore,5.26,23.8,13.8,5.2,5.9,36.5,143.8,28.4,111.8,139.2,Not threatened
Lamprotornis regius,Lamprotornis regius,Passeriformes,LC,No,Volant,53.8,30.7,Shrubland,Carnivore,Invertivore,3.65,21,12.7,4.5,5,31.6,127,39.3,88.7,196.7,Not threatened
Lamprotornis shelleyi,Lamprotornis shelleyi,Passeriformes,LC,No,Volant,45,27.2,Shrubland,Omnivore,Invertivore,7.11,19.2,11.3,4.2,5.3,29.3,111.5,30.4,81.1,74.5,Not threatened
Lamprotornis splendidus,Lamprotornis splendidus,Passeriformes,LC,No,Volant,123.1,25.2,Forest,Omnivore,Frugivore,-0.21,27.9,15.2,6.6,7.5,33.5,155.8,38.9,115.7,119.7,Not threatened
Lamprotornis superbus,Lamprotornis superbus,Passeriformes,LC,No,Volant,64.9,28.4,Shrubland,Carnivore,Invertivore,3.31,21.5,11.8,4.8,5.1,31,117.6,33.5,84.6,65.2,Not threatened
Lamprotornis unicolor,Lamprotornis unicolor,Passeriformes,LC,No,Volant,60.2,25,Woodland,Carnivore,Invertivore,-5.8,20.8,12.4,4.5,5.1,33.6,123.2,30.8,92.8,162.7,Not threatened
Lamprotornis violacior,Lamprotornis violacior,Passeriformes,LC,No,Volant,64.2,22.9,Grassland,Carnivore,Invertivore,-16.53,21.6,12.7,4.8,5.7,37.9,139.7,32.8,110.7,187,Not threatened
